<NUMBER OF ZONES> 1462
<NUMBER OF NODES> 13603
<FIRST THRU NODE> 1463
<NUMBER OF LINKS> 35940
<END OF METADATA>


~Tail, Head, Capacity (vph), Length (ft), Free-flow time (min), alpha, beta, speed (mph), toll, type
12983	50	400000.0	2217.6	0.42	0.15	4	60.0	0	100
10103	50	400000.0	5544.0	1.05	0.15	4	60.0	0	100
10100	50	400000.0	1584.0	0.3	0.15	4	60.0	0	100
10101	50	400000.0	1161.6	0.21999999999999997	0.15	4	60.0	0	100
10294	51	400000.0	3537.6	0.6699999999999999	0.15	4	60.0	0	100
10099	51	400000.0	1848.0	0.35	0.15	4	60.0	0	100
11727	51	400000.0	2956.8	0.56	0.15	4	60.0	0	100
10291	51	400000.0	3854.4	0.73	0.15	4	60.0	0	100
10122	52	400000.0	1584.0	0.3	0.15	4	60.0	0	100
10109	52	400000.0	2270.4	0.43	0.15	4	60.0	0	100
11351	52	400000.0	1584.0	0.3	0.15	4	60.0	0	100
10224	52	400000.0	1953.6	0.36999999999999994	0.15	4	60.0	0	100
9422	53	800000.0	0.0	0.0	0.15	4	60.0	0	100
3235	53	400000.0	14256.0	2.7	0.15	4	60.0	0	100
3329	54	400000.0	6652.8	1.26	0.15	4	60.0	0	100
3234	54	400000.0	7444.8	1.4100000000000001	0.15	4	60.0	0	100
3320	54	400000.0	6441.6	1.22	0.15	4	60.0	0	100
3328	54	400000.0	9715.2	1.84	0.15	4	60.0	0	100
3327	55	400000.0	7603.2	1.44	0.15	4	60.0	0	100
3320	55	400000.0	12144.0	2.3	0.15	4	60.0	0	100
12963	55	400000.0	6864.0	1.3	0.15	4	60.0	0	100
3324	55	400000.0	5966.4	1.13	0.15	4	60.0	0	100
10244	56	400000.0	3643.2	0.69	0.15	4	60.0	0	100
9893	56	400000.0	1584.0	0.3	0.15	4	60.0	0	100
11725	56	400000.0	3062.4	0.5800000000000001	0.15	4	60.0	0	100
9890	56	400000.0	1056.0	0.2	0.15	4	60.0	0	100
3200	57	800000.0	0.0	0.0	0.15	4	60.0	0	100
3207	58	800000.0	1531.2	0.29000000000000004	0.15	4	60.0	0	100
3214	58	800000.0	52.8	0.01	0.15	4	60.0	0	100
3213	59	400000.0	2956.8	0.56	0.15	4	60.0	0	100
3211	59	400000.0	3696.0	0.7	0.15	4	60.0	0	100
3209	59	400000.0	3432.0	0.65	0.15	4	60.0	0	100
3210	59	400000.0	3696.0	0.7	0.15	4	60.0	0	100
3203	60	400000.0	10084.8	1.91	0.15	4	60.0	0	100
3955	60	400000.0	5808.0	1.1	0.15	4	60.0	0	100
12609	60	400000.0	5491.2	1.04	0.15	4	60.0	0	100
12586	60	400000.0	6019.2	1.14	0.15	4	60.0	0	100
3237	61	400000.0	9768.0	1.85	0.15	4	60.0	0	100
3230	61	400000.0	0.0	0.0	0.15	4	60.0	0	100
11828	61	400000.0	10348.8	1.96	0.15	4	60.0	0	100
3231	61	400000.0	8606.4	1.63	0.15	4	60.0	0	100
2586	62	400000.0	3643.2	0.69	0.15	4	60.0	0	100
12959	62	400000.0	13569.6	2.5700000000000003	0.15	4	60.0	0	100
3316	62	400000.0	3590.4	0.68	0.15	4	60.0	0	100
12743	62	400000.0	3854.4	0.73	0.15	4	60.0	0	100
8538	63	400000.0	1900.8	0.36	0.15	4	60.0	0	100
10057	63	400000.0	2640.0	0.5	0.15	4	60.0	0	100
3324	63	400000.0	6019.2	1.14	0.15	4	60.0	0	100
8537	63	400000.0	2640.0	0.5	0.15	4	60.0	0	100
11857	64	400000.0	10876.8	2.06	0.15	4	60.0	0	100
2594	64	800000.0	0.0	0.0	0.15	4	60.0	0	100
11982	64	400000.0	1108.8	0.21	0.15	4	60.0	0	100
3953	65	400000.0	7656.0	1.45	0.15	4	60.0	0	100
3979	65	400000.0	9609.6	1.82	0.15	4	60.0	0	100
2708	66	400000.0	3168.0	0.6	0.15	4	60.0	0	100
5618	66	400000.0	5596.8	1.06	0.15	4	60.0	0	100
2707	66	400000.0	3748.8	0.7100000000000001	0.15	4	60.0	0	100
2702	66	400000.0	3379.2	0.64	0.15	4	60.0	0	100
2693	67	400000.0	4540.8	0.86	0.15	4	60.0	0	100
2690	67	400000.0	6283.2	1.19	0.15	4	60.0	0	100
2691	67	400000.0	5808.0	1.1	0.15	4	60.0	0	100
2689	67	400000.0	4646.4	0.8799999999999999	0.15	4	60.0	0	100
2700	68	400000.0	3009.6	0.57	0.15	4	60.0	0	100
12587	68	400000.0	15523.2	2.94	0.15	4	60.0	0	100
12700	68	400000.0	3009.6	0.57	0.15	4	60.0	0	100
2696	68	400000.0	2692.8	0.51	0.15	4	60.0	0	100
5615	69	800000.0	0.0	0.0	0.15	4	60.0	0	100
11827	69	400000.0	6072.0	1.15	0.15	4	60.0	0	100
3311	69	400000.0	9926.4	1.88	0.15	4	60.0	0	100
5614	70	400000.0	2956.8	0.56	0.15	4	60.0	0	100
5613	70	800000.0	0.0	0.0	0.15	4	60.0	0	100
11824	70	400000.0	10665.6	2.02	0.15	4	60.0	0	100
2588	71	400000.0	5227.2	0.99	0.15	4	60.0	0	100
3318	71	400000.0	2904.0	0.55	0.15	4	60.0	0	100
3308	71	400000.0	6177.6	1.1700000000000002	0.15	4	60.0	0	100
3317	71	400000.0	2904.0	0.55	0.15	4	60.0	0	100
4827	72	400000.0	5649.6	1.07	0.15	4	60.0	0	100
4824	72	400000.0	2956.8	0.56	0.15	4	60.0	0	100
4821	72	400000.0	6336.0	1.2	0.15	4	60.0	0	100
4822	72	400000.0	2956.8	0.56	0.15	4	60.0	0	100
4822	73	400000.0	5808.0	1.1	0.15	4	60.0	0	100
3317	73	400000.0	5227.2	0.99	0.15	4	60.0	0	100
3305	73	400000.0	10665.6	2.02	0.15	4	60.0	0	100
4821	73	400000.0	5227.2	0.99	0.15	4	60.0	0	100
5635	74	400000.0	7286.4	1.38	0.15	4	60.0	0	100
4011	74	400000.0	4118.4	0.7799999999999999	0.15	4	60.0	0	100
4016	74	400000.0	5808.0	1.1	0.15	4	60.0	0	100
5634	74	400000.0	4118.4	0.7799999999999999	0.15	4	60.0	0	100
5627	75	400000.0	1478.4	0.28	0.15	4	60.0	0	100
2706	75	400000.0	2323.2	0.43999999999999995	0.15	4	60.0	0	100
5629	75	400000.0	3220.8	0.61	0.15	4	60.0	0	100
5609	76	400000.0	5913.6	1.12	0.15	4	60.0	0	100
5624	76	400000.0	3801.6	0.72	0.15	4	60.0	0	100
13213	76	400000.0	1161.6	0.21999999999999997	0.15	4	60.0	0	100
5607	76	400000.0	2956.8	0.56	0.15	4	60.0	0	100
13433	77	400000.0	3748.8	0.7100000000000001	0.15	4	60.0	0	100
3307	77	400000.0	2059.2	0.38999999999999996	0.15	4	60.0	0	100
5608	77	400000.0	7392.0	1.4	0.15	4	60.0	0	100
3304	77	400000.0	7814.4	1.4799999999999998	0.15	4	60.0	0	100
12741	78	400000.0	6441.6	1.22	0.15	4	60.0	0	100
5609	78	400000.0	8395.2	1.59	0.15	4	60.0	0	100
4698	78	400000.0	6441.6	1.22	0.15	4	60.0	0	100
4697	78	400000.0	5174.4	0.98	0.15	4	60.0	0	100
12302	79	400000.0	3220.8	0.61	0.15	4	60.0	0	100
9984	79	400000.0	5860.8	1.11	0.15	4	60.0	0	100
10002	79	400000.0	3907.2	0.7399999999999999	0.15	4	60.0	0	100
12427	79	400000.0	1584.0	0.3	0.15	4	60.0	0	100
3317	80	400000.0	11457.6	2.17	0.15	4	60.0	0	100
3304	80	400000.0	2798.4	0.53	0.15	4	60.0	0	100
12741	80	400000.0	4910.4	0.9299999999999999	0.15	4	60.0	0	100
3305	80	400000.0	2798.4	0.53	0.15	4	60.0	0	100
3302	81	1200000.0	0.0	0.0	0.15	4	60.0	0	100
13460	81	400000.0	2428.8	0.46	0.15	4	60.0	0	100
5526	82	400000.0	3273.6	0.62	0.15	4	60.0	0	100
12742	82	400000.0	5280.0	1.0	0.15	4	60.0	0	100
2607	82	400000.0	3168.0	0.6	0.15	4	60.0	0	100
5520	82	400000.0	4488.0	0.85	0.15	4	60.0	0	100
5522	83	400000.0	4382.4	0.83	0.15	4	60.0	0	100
2605	83	1200000.0	0.0	0.0	0.15	4	60.0	0	100
5607	84	400000.0	792.0	0.15	0.15	4	60.0	0	100
5628	84	400000.0	1531.2	0.29000000000000004	0.15	4	60.0	0	100
5629	84	400000.0	792.0	0.15	0.15	4	60.0	0	100
5626	84	400000.0	2692.8	0.51	0.15	4	60.0	0	100
4697	85	800000.0	0.0	0.0	0.15	4	60.0	0	100
5630	85	400000.0	10243.2	1.9400000000000002	0.15	4	60.0	0	100
4702	85	400000.0	10296.0	1.95	0.15	4	60.0	0	100
5608	86	400000.0	4540.8	0.86	0.15	4	60.0	0	100
5609	86	800000.0	0.0	0.0	0.15	4	60.0	0	100
13213	86	400000.0	7075.2	1.3399999999999999	0.15	4	60.0	0	100
13460	87	800000.0	0.0	0.0	0.15	4	60.0	0	100
4699	87	400000.0	3062.4	0.5800000000000001	0.15	4	60.0	0	100
12742	87	400000.0	6336.0	1.2	0.15	4	60.0	0	100
4534	88	400000.0	1900.8	0.36	0.15	4	60.0	0	100
4540	88	400000.0	4593.6	0.8700000000000001	0.15	4	60.0	0	100
4820	88	400000.0	2059.2	0.38999999999999996	0.15	4	60.0	0	100
4535	88	400000.0	1795.2	0.34	0.15	4	60.0	0	100
8147	89	400000.0	528.0	0.1	0.15	4	60.0	0	100
2718	89	400000.0	1161.6	0.21999999999999997	0.15	4	60.0	0	100
7949	89	400000.0	528.0	0.1	0.15	4	60.0	0	100
12889	89	400000.0	528.0	0.1	0.15	4	60.0	0	100
2601	90	400000.0	1795.2	0.34	0.15	4	60.0	0	100
2600	90	400000.0	2270.4	0.43	0.15	4	60.0	0	100
2595	90	400000.0	4012.8	0.7600000000000001	0.15	4	60.0	0	100
2597	90	400000.0	2270.4	0.43	0.15	4	60.0	0	100
4700	91	400000.0	9187.2	1.7400000000000002	0.15	4	60.0	0	100
4695	91	400000.0	0.0	0.0	0.15	4	60.0	0	100
4696	91	400000.0	3220.8	0.61	0.15	4	60.0	0	100
13458	91	400000.0	7339.2	1.39	0.15	4	60.0	0	100
5691	92	400000.0	3801.6	0.72	0.15	4	60.0	0	100
12594	92	400000.0	3432.0	0.65	0.15	4	60.0	0	100
3974	92	400000.0	11352.0	2.15	0.15	4	60.0	0	100
4009	92	400000.0	3379.2	0.64	0.15	4	60.0	0	100
4702	93	400000.0	2692.8	0.51	0.15	4	60.0	0	100
4701	93	800000.0	0.0	0.0	0.15	4	60.0	0	100
4700	93	400000.0	686.4	0.13	0.15	4	60.0	0	100
5645	94	400000.0	2481.6	0.47	0.15	4	60.0	0	100
13458	94	400000.0	2270.4	0.43	0.15	4	60.0	0	100
5641	94	400000.0	2745.6	0.52	0.15	4	60.0	0	100
5644	94	400000.0	1267.2	0.24000000000000002	0.15	4	60.0	0	100
4702	95	1200000.0	0.0	0.0	0.15	4	60.0	0	100
13455	95	400000.0	6019.2	1.14	0.15	4	60.0	0	100
10414	96	400000.0	1742.4	0.33	0.15	4	60.0	0	100
12346	96	400000.0	844.8	0.16	0.15	4	60.0	0	100
13034	96	400000.0	1320.0	0.25	0.15	4	60.0	0	100
12246	96	400000.0	3168.0	0.6	0.15	4	60.0	0	100
6567	97	400000.0	686.4	0.13	0.15	4	60.0	0	100
